date,processed_text,sentiment_score,message_frequency,message_length,average_message_length,word_count
7/28/2011,approved . sally,1,2,16.0,8.0,3.0
7/7/2010,"please find interview packet above-referenced candidate . interview occur thursday january 11 , 2001. please print document reference . hardcopy resume delivered via runner . question , conflict schedule , please hesitate call . shawn grady 58701",1,4,246.0,61.5,37.0
12/16/2011,owe $ 80 league . $ 120 due minus $ 40 winning league pool one week . agree ?,1,2,77.0,38.5,19.0
7/4/2011,thinking lupe tortilla @ 6:30 jason bass < jbass @ stdauto.com > 03/30/2001 10:08:04,0,2,84.0,42.0,14.0
5/18/2010,"want thank passing resume appropriate person . job interview tomorrow lydia delgado ( human resource ) marc dana davis ( sure department since miss delgado mention `` trading '' ) . also want take opportunity let know another friend mine looking enron , mention could position open area . worked u 2-3 year , fully recommend . ask send copy resume , hope help . want thank help . sincerely , jose c. vulpes sr. fx trader banamex houston 713 739 8740 800 882 8740 jvulpes @ banamex.com",1,2,484.0,242.0,88.0
10/25/2011,"november 17 , 2001 01:00 05:00 entergy switching oasis node provided esca . outage customer access current oasis site provided main . oasis come back online link current oasis site provided main direct customer new oasis site provided esca . new oasis node , customer trouble accessing site . received email email address listed valid customer email tradewave . feel received email error , please contact system administrator profile changed removed tradewave . entergy transmission operation",-1,3,492.0,164.0,76.0
9/29/2010,"understand ashley worthing hired enron start work summer . think graduating texas & . cousin 's daughter , curious whether coming analyst . please let know case . thanks .",1,2,171.0,85.5,30.0
10/21/2011,"attached form 'd like everyone use tomorrow 's report . probably modify one follow , prepared ! fletch",1,5,102.0,20.4,18.0
11/2/2010,"request com [ pleted . please call question . thank , jennifer blevins risk control 713-345-2465",1,7,96.0,13.714285714285714,16.0
4/6/2011,"town last week recruiting , reading e : mail today . passed along lisa cousino getting back . enron capital & trade resource canada corp. : cliff lawrick 09/07/2000 05:16 pm",0,4,173.0,43.25,31.0
10/15/2011,- houston floods.jpg,0,7,20.0,2.857142857142857,3.0
9/11/2010,http : //www.mgmmiragevacations.com/bestbeau1.htm,0,3,49.0,16.333333333333332,3.0
5/4/2010,shanna . . .,0,3,12.0,4.0,4.0
10/6/2011,decided plan new year ? thinking nice dinner somewhere ( i.e . ruth chris ) . let know . -eric,1,4,94.0,23.5,20.0
12/29/2010,please pring attached presentation color . thanks .,1,8,51.0,6.375,8.0
6/1/2011,ask anne koehler mary cook legal . know sure,1,4,44.0,11.0,9.0
2/26/2011,", ? extended trial tradersnews power february 28. ? may re-logon. ? ? please go home page www.tradersnewspower.com . ? click link . ? scroll logon box left enter username password ? ? ? ? ? ? ? ? username = ? enronhr1 ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ( case sensitive ) ? ? ? ? ? ? ? password = ? power ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ( lower case ) ? hit enter . please contact problem . best regard , ? barbara clancey customer support representative internet publishing group , inc. 215-504-4288 x222 barbara.clancey @ ipgdirect.com ?",1,5,544.0,108.8,126.0
11/4/2011,"yes'em , . bout go lunch ! friday may work 'll drop line little ! db",-1,5,68.0,13.6,16.0
1/31/2010,- tree.exe,0,3,10.0,3.3333333333333335,2.0
8/15/2011,"dave , attached bullet point talked . bob",0,3,41.0,13.666666666666666,8.0
3/17/2011,"hi , wanted get hope havent worked january 's month 's schedule . already planned denver ski ( know good resort ? ) spend new year family .. earlier plan the26th onwards .. scheduled , since might get vacation enron .. wondering everything exegient , could take little early arrive say 4th jan ? course dont upset many schedule news occurs upon u would preclude . also unrelated note .. people trader news called wanted price , ... sent anything knowing legal position . see bit . regard , punit .",1,7,497.0,71.0,91.0
4/24/2010,addition going take play kinkos get laminated ?,1,3,47.0,15.666666666666666,8.0
5/20/2011,"fernley , sally asked forward outline arthur anderson get ready sap , specifically , global product . patti",1,4,107.0,26.75,18.0
7/17/2011,received email listed security approver . please click http : //itcapps.corp.enron.com/srrs/auth/emaillink.asp ? id=000000000009315 & page= approval review act upon request . request id : 000000000009315 request create date : 12/6/00 8:47:26 requested : maria.garza @ enron.com resource name : eol u resource type : application,1,1,327.0,327.0,45.0
9/17/2010,"hi , following last email regarding status job opportunity group . death family last week . know guy probably coming bidweek little time interview . would really like one one discus opportunity soon make time available . mentioned , opportunity go observe guy helped tremendously . thank . exactly want . hate come sounding like pest , , eager start . want work night shift get back fasted paced environment . thank time , , hoping hear soon . sincerely , zarin imam x56788",1,2,473.0,236.5,84.0
10/13/2010,want eddie ?,1,6,12.0,2.0,3.0
5/26/2010,"( see attached file : travis resume.doc ) -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- information transmitted intended person entity addressed may contain confidential and/or privileged material . review , retransmission , dissemination use , taking action reliance upon , information person entity intended recipient prohibited . received error , please contact sender delete material computer . - travis resume.doc",1,3,468.0,156.0,85.0
7/13/2010,new comp program enron - think pay extra advanced laptop . think option ? - eric,1,3,80.0,26.666666666666668,16.0
5/5/2010,"jim , going conference call type weekly meeting regulatory issue facing california week ? make sure gas desk included . phillip",1,3,127.0,42.333333333333336,21.0
11/29/2011,"t. jae , time sheet purpose , please note scheduled vacation day paternity leave ( family leave pay ) per date : sept 24-28 : five ( 5 ) vacation day oct 1-5 : five ( 5 ) vacation day oct 8-12 : five ( 5 ) `` family leave pay '' day return monday , october 15 , begin new associate rotation east power fundamental group rika imai . regard , dustin",0,1,347.0,347.0,73.0
6/17/2010,"due variety circumstance migrate employee ubswe environment tonight ( monday , february 4 , 2002 ) . communicate detail migration plan tuesday , february 5 , 2002. thank cooperation advance , please contact resolution center x 3-1411 question . ubsw energy global infrastructure",1,5,278.0,55.6,43.0
1/29/2010,"please use ameren service company transmission . thank . please note following change : ameren service company ( asc ) assigned sale agreement : ameren energy , inc. agent ( asc ) ( behalf union electric company d/b/a ameren ue , ameren energy marketing company , ameren energy generating company ) transmission remains ameren service company",1,6,342.0,57.0,56.0
3/7/2011,"want trade 4th , 6th 8th round pick 2nd . let know think",1,2,56.0,28.0,13.0
11/10/2010,thanks forwarding contact list . add contact information list well redistribute team . thanks . office 713-853-5926 home 281-370-8568 cell 713-417-1591 10/11/2000 01:30 pm brenda flores-cuellar @ enron brenda flores-cuellar @ enron brenda flores-cuellar @ enron 10/11/2000 01:30 pm 10/11/2000 01:30 pm,1,3,301.0,100.33333333333333,42.0
1/27/2011,"one look nice - although slightly expensive . maybe go see l , e '' k. bass '' < daphneco64 @ bigplanet.com > 02/11/2001 06:17:16 pm please respond `` k. bass '' < daphneco64 @ bigplanet.com >",1,5,192.0,38.4,37.0
9/11/2011,"firstenergy system ( firstenesy ) assigned transmission asset service agreement american transmission system , inc. ( atsi ) subsidiary firstenergy corp. mnemonic reference changed `` fe '' `` atsi . ''",1,6,202.0,33.666666666666664,31.0
7/30/2011,"andrea , supposed follow work action plan data integrity . however , know going meet david/robert whole concept proposed work around near term session . appears action plan depend result meeting . office wed-friday business . look like action plan revision due friday ( , necessary , 'll ask extension travel ) . meantime , meet david/robert begin look revamping prior effort . alternatively , reconvene group work revising action plan without . ( sure helpful event ) . think ? michelle p , need include group ?",1,6,512.0,85.33333333333333,88.0
7/20/2010,"prc meeting begin monday , november 20th . already done , please go pep http : //pep.corp.enron.com complete request feedback employee listed . question , please call pep help desk : houston : 1-713-853-4777 , option 4 london : 44-207-783-4040 , option 4 e-mail : perfmgmt @ enron.com thank participation . bass , eric p",1,7,320.0,45.714285714285715,55.0
4/22/2010,"took vote , vote trade later year : harry bucalo 08/24/2000 08:58",0,3,65.0,21.666666666666668,12.0
7/31/2010,meeting wednesday may 23 th 03:30-5:00 3125 developer foster/sahara . previous meeting notice fundamental group tuesday may 22nd cancelled due lack meeting room space fundy meeting . please attend interested using enrons transmission tool ( foster ) want provide input future hourly one deal entry system ( sahara ) . objective : review existing capability foster sahara . provide feed back foster sahara group new feature would enhance existing capability application . foster overview - foster ? functionality feature question sahara overview - sahara ? functionality feature question thanks .,1,3,595.0,198.33333333333334,90.0
6/12/2011,didnt make offer connell ? going get dillon davis tell back trade offered fair phillip love 08/24/2000 09:58,1,3,108.0,36.0,18.0
4/27/2010,net payout $ 224.50 want get check ?,1,3,36.0,12.0,8.0
2/20/2010,"since nba season begin tonight , need fantasy basketball draft today @ 10:30 . tell ok. remember rule , go link scroll bottom page rule link . academy roll ! way plove , last day everyone . take 1 minute every half hour today make pick . everyone else agreed . besides wo n't much fun without whipping boy . basketball.commissioner.com/efba never heard anything back walker 's westies rounder taking spot . -eric",1,5,412.0,82.4,73.0
8/27/2011,ask anne koehler mary cook legal . know sure,1,5,44.0,8.8,9.0
7/18/2011,huh ?,0,1,5.0,5.0,2.0
6/25/2011,"attached please find information sent active inactive deferral plan participant regarding status deferred compensation account . information consists letter provides detail account balance ( ) plan , life-to-date contribution plan , general q & 's regarding top hat non-qualified deferral plan , process preserving claim bankruptcy court sample claim form . received many call think answer question . additional question regarding deferral may forwarded executive.compensation @ enron.com , voice mail 713-345-7960 , p. o. box 1188 care deferral plan administration group written response . continue work weil , gotshal , mange llp exhaust reasonable effort relates making payment participant enron 's deferral plan . question , please call x35816 . pam butler",1,2,760.0,380.0,112.0
12/29/2010,thank request . notified email request processed . check progress request clicking http : //itcapps.corp.enron.com/srrs/auth/emaillink.asp ? id=000000000007641 & page= myreq .,1,8,175.0,21.875,21.0
3/6/2010,"still n't info schedule , need collect due upcoming season . due $ 5 includes jersey cost league . let know still season . eric",0,6,127.0,21.166666666666668,25.0
9/7/2010,bought ene 20.20. think called `` opportunity '' .,1,5,50.0,10.0,9.0
7/29/2010,fyi,1,5,3.0,0.6,1.0
9/5/2011,"baughman enron power marketing , inc. given access following mui application : edata energy contract question please contact account manager ( ) : richard hrabal",1,2,161.0,80.5,25.0
7/30/2010,"please note below-listed wapa office , previously known several name global counterparty database , known name red . wapa-colorado river storage project manangement center ( crsp ) ( office salt lake city formerly known salt lake city area upper colorado ) wapa-desert southwest region ( office phoenix formerly know phoenix area , lower colorado ) wapa-rocky mountain region ( office loveland , colorado formerly known loveland area , loveland-fort collins area , lower missouri ) wapa-upper great plain region ( office billing , mt , formerly known billing area , upper missouri , pick-sloan missouri )",1,5,604.0,120.8,96.0
1/31/2011,"july 27 , 2001 , commission approved application minnesota power superior water , light power company transfer operational control certain jurisdictional transmission facility midwest iso becomes operational . approval conditioned great river ( mp 's network transmission customer ) reaching agreement mp great river 's facility operated iso . regard midwest rto , commission stated approval transfer operational control constitute finding regarding scope rto midwest . please contact need information . susan scott lindberg 713.853.0596",1,6,537.0,89.5,75.0
12/15/2010,"attached please find resume sanjay gupta . thank , lydia delgado x 3-9338",1,5,73.0,14.6,13.0
10/21/2011,"guy , note morning meeting . please review comment . specific action item : ) ) calculation ena/non- ena capacity charge , ii ) estimation outside legal iii ) formulation charge out/feedback process business unit ; b ) need budget/review competitive analysis , technical restructuring . regard delainey",1,5,302.0,60.4,48.0
8/24/2010,attached agenda tomorrow 's financial council meeting . handout distributed meeting ( non-houston location receive advance meeting ) . please call question . thanks !,1,6,166.0,27.666666666666668,25.0
4/25/2011,"case n't heard , new orleans saint rb ricky williams suffered broken ankle today expected miss 6-8 week fantasy gm mean 's done year . ? chat morton rookie usc filled williams . 's short ( 5 ' 8 '' light 187 # ) ? n't think situation like denver backup rb step perform almost well starter. ? ? wanted give headsup know many league first come first serve policy distributing free agent . ? monday . ? joe ? ? ? ? unsubscribe group , send email : cheatsheets-unsubscribe @ egroups.com",-1,3,482.0,160.66666666666666,92.0
4/20/2010,go senorita ! give shout question . db,0,3,38.0,12.666666666666666,8.0
4/13/2011,"frank & hector , list contractor kymberly sent sally - please compare list peggy mccurley sally gave last week . thanks , patti x39106",1,7,134.0,19.142857142857142,24.0
11/30/2010,want taylor ?,1,5,13.0,2.6,3.0
4/16/2010,hilarious ... www.amihotornot.com brian t. hoskins enron broadband service 713-853-0380 ( office ) 713-412-3667 ( mobile ) 713-646-5745 ( fax ) brian_hoskins @ enron.net,1,4,169.0,42.25,24.0
6/19/2011,"1 ) y2k team : let know would like send note mail message individual saturday , january 1 y2k testing . created address list contains name could forward susan skarness use purpose . 2 ) draft memo rick causey : attached draft memo rick causey proposes send week describes coordination role play certain operational policy procedure coordinated trading location . left comment regarding voice mail . would welcome comment question .",1,4,431.0,107.75,71.0
5/19/2010,: lesli campbell/enron @ enronxgate 03/23/2001 11:39,0,2,52.0,26.0,7.0
2/22/2010,two right across street http : //www.har.com/search/condo/indexdetail.cfm ? mlnum=526225 http : //www.har.com/search/condo/indexdetail.cfm ? mlnum=527102,0,7,153.0,21.857142857142858,14.0
10/27/2010,attached june 's curve validation memorandum . please hesitate call question . gary x35502,1,5,90.0,18.0,14.0
11/2/2010,", interested coming week sitting night shift . would suggest sit week ? also , anticipate decision made concerning hiring additional personnel night shift ? thanks , jay m. blaine",1,7,179.0,25.571428571428573,30.0
9/16/2011,"following file contain graphical view average deal count per month commodity eol otc transaction since launch enrononline . information comparitive analysis . update link opening file . average deal count commodity na gas breakout region ( non-averaged , including volume notional value ) question regarding breakout , please contact one following : torrey moorer x3-6218 matt motsinger x3-5221 pete berzins x5-7594 pete enrononline",1,2,432.0,216.0,63.0
2/18/2010,", thank registering dope war 2.0 window ! convert evaluation version registered version following registration key : registration key : 0i8m898401m4i5j779m3mj807387i5i70im4m8mj 's enter registration key : 1 ) start game main window , click 'registration ' menu item 2 ) click sub menu item 'enter registration key ' . dialog box appear enter registration key 3 ) cut paste registration key box , click 'ok ' button please save message future reference . thanks support ! comment , question , etc . always welcome . beermat software www.beermatsoftware.com dopewars @ beermatsoftware.com -- -- -- -- -- -- -- -- -- -- -- -- -- -- -",1,2,630.0,315.0,106.0
4/20/2011,thanks,1,3,6.0,2.0,1.0
5/29/2010,"tried morning car missed . want talk thursday morning commute ? office friday , march 2 monday , march 5. chaperone daughter 's high school drill team state competition dallas - really texas experience ! great time support around friend . nicely enough , asked chaperone . 81 girl team , loud , fun . -- sally mike jordan 02/27/2001 01:46 pm",1,2,341.0,170.5,62.0
10/4/2010,"received following executed eei master power purchase sale agreement : gas recovery system , inc.-5/1/2001 new power company-5/4/2001 old dominion electric cooperative-5/9/2001 copy given legal credit .",1,6,202.0,33.666666666666664,27.0
10/15/2010,http : //espn.go.com/abcsports/bcs/s/2000/1214/949386.html,0,4,58.0,14.5,3.0
1/10/2010,"know , enron wholesale service ( ew ) reorganized leadership ceo jim fallon . rich dimichele support jim coo ew , also continuing role head enron broadband service ( eb ) . ew business include : enron north america , eb , enron industrial market , enron global market , enron europe enron canada . ew ' business focus remains maximizing creditor value determining business asset part enron 's reorganization plan . addition rich , reporting jim : ? miller - ena ? gary hickerson - egm ? rodney malcolm - eim ? eric shaw - enron europe ? kyle kitagawa - enron canada ? lance schuler - general counsel ? barry pearce - chief staff ? dave gorte - rac ? kent castleman - accounting ? shanna funkhouser - human resource enron wholesale service < embedded m organization chart 2.0 >",1,6,776.0,129.33333333333334,142.0
6/8/2010,"enronoptions announcement updated enronoptions =01 ) stock option program web site ! = the=20 web site contains specific detail enronoptions program includin= g=20 december 29 , 2000 grant price additional information employee=20 eligibility . access enronoptions =01 ) stock option program web site clicking on= =20 http : //hrweb.enron.com typing address web browser . hope find revised site helpful addressing question abou= t=20 enronoptions program . additional question , please=20 contact h.r . representative . stay tuned information throughout march april 2001 .",1,3,571.0,190.33333333333334,83.0
7/13/2010,taking friday - want together golf ?,1,3,36.0,12.0,7.0
8/11/2010,thought might interested link beach vacation . http : //affiliate.travelnow.com/specials/000926manzanillo.html,1,4,110.0,27.5,10.0
4/10/2010,"sally , accomplishment requested . sheila",0,4,41.0,10.25,6.0
3/7/2010,trade pg & e notice . kayne,0,4,27.0,6.75,7.0
11/23/2011,"tomorrow , april 20th last day medleh group . accepted position flow-zone , company pearland . forward e-mail lalenastav @ yahoo.com send updated e-mail address flow-zone get set-up . lalena stavinoha medleh group mgmt . co. 5120 woodway suite 10004 houston , texas 77056 tel . 713-552-0591 x223 fax . 713-552-1874 http : www.themedlehgroup.com mailto : lstavinoha @ themedlehgroup.com",1,2,385.0,192.5,59.0
4/26/2010,"< < fuel performance update 01_11_01.doc > > please feel free contact question . thank , bobbi j. kilburn treasury & risk administrator vermont yankee nuclear power corp. ( 802 ) 258-4120 ( 802 ) 258-2101 bobbi.kilburn @ vynpc.com - fuel performance update 01_11_01.doc",1,4,269.0,67.25,44.0
3/18/2010,report show 2000 mw new gen tested ready go . 1400mw soco 500 mw spp 120 mw pjm 300 mw ecar 486 mw mapp start see additional activity june/july period .,1,5,152.0,30.4,31.0
9/3/2011,thought decided season - season start free . bryan hull 08/21/2000 10:13,1,3,72.0,24.0,12.0
7/15/2010,received executed eei master power purchase sale agreement dated 4/25/01 referenced counterparty . copy distributed legal credit .,1,2,130.0,65.0,18.0
1/7/2011,note : forwarded message attached . __________________________________________________ yahoo ! ? yahoo ! auction - buy thing want great price . http : //auctions.yahoo.com/ x-apparently-,1,6,186.0,31.0,24.0
4/3/2011,everyone list - well shanna louise . invite others want : bryan hull 01/05/2001 10:33,1,2,85.0,42.5,15.0
4/10/2011,http : //www.rsn.com/pages/include/cams/campic.html ? rsn_resort=telluride,0,5,74.0,14.8,5.0
8/18/2011,please send $ 110 due week 3 game ( 9/17 ) . money time forfeit game receive . -the commish,1,4,91.0,22.75,20.0
5/20/2011,"associate & analyst program y2k survey effort solicit feedback , associate analyst program initiating survey regarding program management , recruiting , hr , prc process . value honest feedback would appreciate taking moment complete attached survey . survey response sent directly outside party compilation . result communicated october 13 please respond later october 6. please find link y2k survey . & mgmt survey",1,4,416.0,104.0,63.0
9/16/2010,"newenergy , inc. changed name aes newenergy , inc. name overlay gcp .",0,3,69.0,23.0,13.0
1/31/2011,"attached follow-up recent trip london . reading document , would like james schedule teleconference meeting friday discus forwarding commercial team . meet anytime 7:30 houston time . thanks , todd",1,6,197.0,32.833333333333336,30.0
7/25/2010,thank : jennifer fraser 10/17/2000 06:12 pm,1,2,43.0,21.5,7.0
12/21/2011,"tradersnews energy today officially launched new hourly index ercot , tva/serc comed/main . result , longer e-mailing index receiving free , pre-launch examination . ensure keep getting benefit exclusive price discovery hedging tool , call tradersnews energy sale toll free 1-888-tne-1006 learn subscribe . three new index join original hourly index ( daily forward index ) cinergy , aep/northern ecar entergy/spp . tradersnews index available direct feed via website www.tradersnewsenergy.com visit u energy expo , houston . booth # 922 bobette riner director index tradersnews energy 713/647-8690 fax : 713/647-7552 cell : 832/428-7008 bobette.riner @ ipgdirect.com http : //www.tradersnewsenergy.com",1,8,702.0,87.75,99.0
8/9/2010,"n't get back meeting causey buy 6:00 today - meeting long - rick causey running late cooled heel outside office quite getting started . decided midnight would outside bound office dedication , call ! enjoy time tomorrow monday . plan take next week , back office work week christmas new year . would n't recommend taking time day call , finish christmas shopping want call , calendar free afternoon lunch tomorrow . wish could send shopping list ! !",1,5,449.0,89.8,79.0
7/2/2010,"steve cooper , jeff mcmahon ray bowen hold conference call medium today 11:00am cst . employee able listen call logging onto following website . click link access call : http : //www.corporate-ir.net/ireye/ir_site.zhtml ? ticker=ene & script=2400",0,4,246.0,61.5,36.0
8/20/2011,"preliminary daily position report published january 2 , 2001. designed new format accurately reflects organizational change recently taken place . please call johnny thibodeaux 5-4541 , chris abel 3-3102 question . regard , johnny thibodeaux",1,6,241.0,40.166666666666664,35.0
9/13/2011,thanks,1,3,6.0,2.0,1.0
10/29/2010,"though link pretty funny sick time . drug dealer compared u president , know problem ! http : //www.washingtonpost.com/wp-srv/aponline/20001015/aponline015737_000.htm",1,7,166.0,23.714285714285715,19.0
7/1/2011,received executed eei master power purchase sale agreement dated 2/2/2001 referenced cp . copy distributed legal credit .,1,9,121.0,13.444444444444445,18.0
11/21/2010,say `` house card '',0,3,20.0,6.666666666666667,5.0
1/27/2011,"stephanie , sally would like renew subscription . 'm sorry respond earlier . co. # 0413 & cc # 105588. please let know require additional information . thanks , patti thompson x39106 enron north america corp. : stephanie e taylor 12/12/2000 04:34 pm",1,5,249.0,49.8,43.0
4/12/2011,"know recently relocated london join shell crude oil trading team . n't yet permanent flat address ( hopefully 'll taken care next week ) , contact info meantime . work phone # : 011.44.20.7546.2381 mobile phone # : 011.44.781.018.2647 fax # : 011.44.20.7546.4448 e-mail : charles.c.uus @ stasco.com get flat address telephone number 'll forward along well . hopefully find london future able get together . regard , charles",1,6,423.0,70.5,69.0
8/24/2011,"schedule thursday 7th dec. 10:30 tracee bersani 12:30 gautam gupta 1:30 nathan 2:30 eric bass 3:30 steve jacobellis 4:30 virawan yawapongsiri 5:30 kenneth shulklapper friday 8th dec. 9:00 ying lin 10:00 john howton monday 11th dec. 8:00 seth hurwitz need response iian caplan jennifer newbrough availability . contact ricardo schedule phone interview . remember send following soon possible , definately meet ; education brief job history ( non-ene ) rotation enron reported current job description ( project underway , etc . ) accomplishment year ( include 1st half ) name supervisor comment best year thanks",1,3,609.0,203.0,95.0
8/28/2011,yes . gp,1,2,8.0,4.0,3.0
7/8/2010,"recevied following executed eei master energy purchase sale agreement : el paso merchant energy , l.p. - 3/1/01 ( effective 3/1/01 ) southern california water company - 2/20/2001 constellation power source , inc. - 2/20/2001 city azusa - 2/21/2001 copy distributed legal credit .",1,4,279.0,69.75,44.0
2/13/2011,"please note below-listed wapa office , previously known several name global counterparty database , known name red . wapa-colorado river storage project manangement center ( crsp ) ( office salt lake city formerly known salt lake city area upper colorado ) wapa-desert southwest region ( office phoenix formerly know phoenix area , lower colorado ) wapa-rocky mountain region ( office loveland , colorado formerly known loveland area , loveland-fort collins area , lower missouri ) wapa-upper great plain region ( office billing , mt , formerly known billing area , upper missouri , pick-sloan missouri )",1,5,604.0,120.8,96.0
7/14/2011,http : //www.debka.com/,0,5,23.0,4.6,3.0
5/14/2010,"hi , previously forwarded email contain list option product considering making market . many asked detail ( exotic ) option product . response request , periodically forward module attention give detail option product . please hesitate contact question , comment , etc . regard , iris power option trading desk x3-6711",1,3,318.0,106.0,51.0
8/6/2011,"reminder ! ! ! ! ! friday meeting august 18 , 2000. meeting replaces every friday meeting held every friday . date : friday august 18 , 2000 time : 2:30 pm - 4:30 pm location : 30c1 topic : ena management committee question conflict , please feel free call ( 3-0643 ) bev ( 3-7857 ) . thanks , kay 3-0643",1,5,304.0,60.8,62.0
2/7/2011,"hey dad , unfortunately , vega kicked butt , fun . would love go uncle george 's b-day party . guest invited well b/c shanna would like go . heard fun sister weekend - ? -e '' larry w. bass '' < lwbthemarine @ bigplanet.com > 02/20/2001 01:03:57 pm",1,3,248.0,82.66666666666667,49.0
9/21/2011,ramiro 's last name ?,0,3,21.0,7.0,5.0
12/31/2010,", thanks taking look . talk soon . joe",1,6,38.0,6.333333333333333,9.0
7/23/2010,"'m wed. night kick dance , tell & meet ! db",0,5,43.0,8.6,11.0
6/22/2011,want one 3rd round pick ?,1,6,25.0,4.166666666666667,6.0
11/18/2011,nice hear . look forward speaking .,1,3,35.0,11.666666666666666,7.0
10/3/2010,"need , sending well . -- sally",1,4,30.0,7.5,7.0
10/11/2011,"account number - 753190032 dear baughman , time year ! please take moment renew free subscription cfo magazine . cfo give extra financial tool needed today 's market-up minute buying advice , case history , business financial news , idea , strategy tactic . continue receiving cfo magazine , please use following link cfo subscription form . http : //www.responsetrack.net/lnk/halldata1/ ? 138rp02qeed renew today join rank corporate leader make cfo requested magazine business . sincerely , kevin m. quinlan publisher cfo respect privacy . would like unsubscribe future email please click following link : http : //remove.responsetrack.net/ ? 138rp02qeed",1,6,655.0,109.16666666666667,99.0
6/28/2011,< embedded picture ( device independent bitmap ) >,0,2,50.0,25.0,9.0
12/9/2011,approved . sally beck,1,3,21.0,7.0,4.0
8/3/2010,"think making great progress system side . would like set deadline november 10th plan north american project ( 'm ok fundementals group excluded ) signed commercial , sally 's world , beth 's world . say signed mean want signitures piece paper everyone onside plan project . n't agree n't sign . certain project ( ie . gas plan ) done yet lay timeframe plan complete . want much way specific objective timeframe . thanks everyone 's hard work . john",1,4,448.0,112.0,81.0
4/27/2011,"wanted let know confirmed hunt w ' jack crouch mason sat - sept 1 sun - sept 2. please confirm within two week definitely committed hunting trip . already two cabin stay right llano river 15 minute drive mason ( certainly nice ) . later , joe",1,3,242.0,80.66666666666667,47.0
4/25/2010,"loan decision : referred application number : 725068.01 decision date : 4/5/2001 borrower information : applicant : cliff baughman product information : personal loan special instruction : loan request sent main office review . notified decision within 24-48 hour . please note : active email account , used returning loan decision . please reply email address , reach recipient .",1,4,380.0,95.0,60.0
10/27/2010,reason e-mail shanna quarantined enron b/c virus issue . send ? looked like link fairfield waco weather . let know . -eric,1,5,122.0,24.4,22.0
9/29/2011,,0,1,,,
11/28/2011,big day ? ? ? ? ? keep informed ! !,0,4,35.0,8.75,11.0
9/18/2011,http : //marriotthotels.com/marriott/ausdt/ got bed breakfast friday night one king size bed . nice cozy six u . kidding - pretty nice place - 2 dbls hotel stadium 6th street . ( 11th street ) . rate $ 145 . ticket $ 30 - - $ 54/person everything . leave 4 friday ok everyone .,1,6,277.0,46.166666666666664,55.0
1/16/2011,plan look good - fully implemented . 've left message marcelo get update status . 'll fill 've talked . regard,1,3,110.0,36.666666666666664,21.0
4/16/2010,go ahead buy news . know going bullish ! ! !,0,4,44.0,11.0,11.0
5/30/2010,updated desk info sheet : t.jae black east power trading assistant kevin presto . 713-853-5800 fax 713-646-8272 cell 713-539-4760,0,4,129.0,32.25,19.0
7/11/2010,make sense ? seems like may wrong person . follow ? thanks .,1,7,60.0,8.571428571428571,13.0
8/19/2011,"subscribed enl-dailyupdate-txt email address '' don.baughman @ enron.com '' unsubscribe , send blank email leave-enl-dailyupdate-txt-11787l @ estutenws11.energy.williams.com",0,4,173.0,43.25,17.0
4/6/2010,"forget '' bass , jason '' < jason.bass2 @ compaq.com > 05/11/2000 11:25:10",-1,2,74.0,37.0,13.0
3/22/2011,http : //www.har.com/search/condo/indexdetail.cfm ? mlnum=536712 http : //www.har.com/search/condo/indexdetail.cfm ? mlnum=526724 http : //www.har.com/search/condo/indexdetail.cfm ? mlnum=389305 one friend work recommended,1,2,222.0,111.0,19.0
1/31/2011,"london week january 15th . understand beth frank spain monday night . beth plan dinner night . back town later week ? business plan dinner tuesday thursday . could make dinner wednesday night ( 17th ) ? enron happy hour beth stop 6:30 night , expect free . belated christmas gift . hope get together ! -- sally p staying 47 park .",1,6,330.0,55.0,63.0
1/9/2011,volume still - clue merger . hear something new day,0,3,51.0,17.0,10.0
2/25/2010,"attached revised credit watch listing 4/23/01 . please note nui utility , inc. placed `` trade '' . personnel group included distribution , please insure receive copy report . add additional people distribution , report sent error , please contact veronica espinoza x6-6002 . question , please contact bill bradford x3-3831 , russell diamond x5-7095 , brant ref x3-9897 .",1,6,371.0,61.833333333333336,60.0
11/24/2010,hey guy need help shawn staffing called schedule interview manager position 24hr group . following slot avialable need know put . would get together decide would great . 2 candidate thursday let know decide . need know asap today get finalized question please let know . monday 8th eb3127 bruno messer 2:30 3:00 3:30 4:00 wednesday 10th eb3127 john jamroz 2:30 3:00 3:30 4:00 thursday 11th eb3125b brad orosey 2:30 3:00 3:30 4:00 thursday 11th eb3127 eric blair 2:30 3:00 3:30 4:00 thanks lisa shoemake x39194,1,5,509.0,101.8,86.0
1/8/2010,sound like good idea . guess taking day ? -eric '' larry w. bass '' < lwbthemarine @ bigplanet.com > 10/23/2000 11:26:59,1,4,120.0,30.0,22.0
7/22/2010,"know amanda enjoy seeing next week . thanks making time . let 's definitely schedule return trip two golf/cart time ! `` white , cara '' < cwhite @ texas.usta.com > 06/21/2000 10:32:01",1,1,184.0,184.0,33.0
